sap_id,name,branch_id,store_type,operational_date,address,latitude,longitude,phone,zipcode
AH02,KF.0091,7,BASIC_HEALTH,1/1/2003,Jl. R. Patah No.6,1.13732,104.016155,081110678374,29441
AH03,KF.0100,7,BASIC_HEALTH,1/1/2003,Jl. Seraya - Komp. Ruko Abaditama Blok A-10P,1.14864,104.017818,081110678404,29454
AH04,KF.0128,7,BASIC_HEALTH,1/1/2003,Jl. Ir. Sutami Komp. Pertokoan Wijaya Blok A No.01-02 Sei Harapan,1.108624,103.952001,081250300760,28471
AH05,KF.0137,7,BASIC_HEALTH,1/1/2003,Jl. Sambu Komplek Sagulung Mas Indah Blok B No.3 Batu Aji,1.0482,103.951704,081110678502,29439
AH06,KF.0218,7,MEDICAL,1/1/2003,Jl. Laksamana Bintan Komp. Taman Santosa Indah Blok B -18 Sei Panas,1.1382395,104.0271948,082283539837,29433
AH07,KF.0223,7,HEALTH_AND_CARE,1/1/2003,Jl. Gajah Mada Tiban Indah Lestari Blok A No.3 Tiban,1.113014,103.983731,082113613345,29426
AH08,KF.0224,7,BASIC_HEALTH,1/1/2003,Jl. R Suprapto Komp. Muka Kuning Indah II Blok B2 No. 03 Aviari,1.049243,103.969523,085173257697,29438
AH09,KF.0230,7,BASIC_HEALTH,1/1/2003,Jl. Jendral A. Yani Panbil Mall Blok A No.5 Muka Kuning,1.073376,104.024864,081110678573,29444
AH10,KF.0269,7,SUPER_STORE,1/1/2003,Jl. Jend. Sudirman Batam Center,1.131914,104.049333,081110678462,29461
AH12,KF.0413 Botania,7,HEALTH_AND_CARE,6/1/2012,Komplek Ruko Botania Garden Blok A1 No. 1 C,1.127744,104.099573,085175099619,29464
AH13,KF.0455 Uban,7,BASIC_HEALTH,7/1/2013,Jl. Permaisuri Rt 001/007 Kel.  Tanjung Uban Kota Kec. Bintan  Utara,1.065126,104.225091,081266713440,29152
AH14,KF.0463 Bengkong,7,MEDICAL,8/1/2013,"Jl. Bengkong Ratu , Komplek Bengkong City No. 11",1.1558494,104.0237759,081110678463,29458
AH15,KF.0464 Spplaza,7,HEALTH_AND_CARE,8/1/2013,Jl. R Suprapto Komplek SP plaza Blok DD No. 8,1.042388,103.981308,08110678506,29439
AH16,KF.0488 Tibanimpian,7,BASIC_HEALTH,11/1/2013,Jl. Gajahmada Komp. Ruko Tiban Impian Blok A - Tiban Batam,1.108243,103.965564,081110678499,29426
AH17,KF.0481 Uniba,7,BASIC_HEALTH,10/1/2013,Jl. Abulyatama Komp. Pertokoan KDA Blok B no 34,1.10604,104.081649,081110678373,29464
AH18,KF.634 Tanjung Ucang,7,BASIC_HEALTH,2/2/2015,"Komplek Tunas Regency Blok A5 No 3A, Kel. Sungai Binti, Sagulung- Batam",1.047826733,103.9353169,6.28227E+12,29424
AH19,KF S. Kara,7,BASIC_HEALTH,7/1/2016,Komplek Golden Land Housing Blok L No.03 Batam Center,1.11036,104.04113,6.28227E+12,29432
AH20,KF M. Legenda,7,HEALTH_AND_CARE,7/1/2016,Ruko Legenda Junction Blk BB2 N0.18,1.100859,104.058124,087870498858,29431
AH21,KF Dapur 12-Batam,7,MEDICAL,7/1/2017,JL.Ruko Buana Niaga No.5-6 Sagulung Batam,1.034166,103.959057,6.28217E+12,29439
AH22,KF Baloi,7,MEDICAL,8/1/2017,Jl.Ruko Wahana 757 No.8 Baloi.,1.127253,104.005433,082171343859,29432
AH23,KF TEMBESI,7,MEDICAL,7/1/2018,Komplek Pertokoan Buana Impian Blok DD No. 03-04 Kel. Tembesi Kec. Sagulung - Batam,1.032065,104.003125,085179906066,29439
AH24,KF MEDITERANIA,7,NONE,8/1/2018,Komplek Ruko Taman Mediterania Blok KK4 No. 06-07 RT 001 RW 008 Kel. Baloi Permai Kec. Batam Kota - Batam,1.104181,104.06838,085175093910,29431
AH25,KF BENGKONG KOLAM,7,HEALTH_AND_CARE,8/1/2018,Komplek Ruko Mini Cahaya Garden Blok B3 No. 08-09 Kel. Sadai Kec. Bengkong - Batam,1.145404,104.037234,081110678466,29432
AH26,KF AVIARI 2,7,BASIC_HEALTH,8/1/2018,Komplek Ruko City Makmur No. 8 Kel Kibing Kec. Batu Aji - Batam,1.047387,103.982132,081110678467,29422
AH27,KF JODOH,7,HEALTH_AND_CARE,9/1/2018,Komplek Pertokoan Golden Gate Blok A No. 12 A-12 B Kel. Batu Selicin Kec. Lubuk Baja - Batam,1.138947,104.001032,07784885785,29441
AH28,KF CIKITSU,7,NONE,9/1/2018,Komplek Perumahan Graha Nusa Permai Blok C1 No. 14-15 RT 02 RW XIII Kel. Belian Kec. Batam Kota - Batam,1.11528,104.091484,081110678500,29464
AH29,KF SERUNI BATAM,7,BASIC_HEALTH,9/1/2018,Jl. Raja Haji Fisabilillah Komplek Pertokoan Seruni Indah Blok I-2 No. 9 RT 03 RW 04 Kel. Teluk Tering Kec. Batam Kota - Batam,1.129788,104.038949,6.28217E+12,29461
AH30,Apotek KF Odessa,7,HEALTH_AND_CARE,1/21/2019,Jln. Tengku Sulung. Komplek Ruko Mas Odessa Blok C3 No. 20 - 21. Kelurahan Belian. Kecamatan Batam Kota.,1.127317,104.100182,081110678574,29464
AH3011,PPO KF KEK Nongsa,7,NONE,1/1/1950,"Jl. Hang Lekiu KM 2 Nongsa, Sambau,",1.19184,104.09188,021,29465
AH31,KF. CENTER POINT AVIARY,7,NONE,4/25/2019,Komplek Ruko Perumnas Muka Kuning Permai I Blok B No. 17-17A Kel. Buliang Kec. Batu Aji - Batam,1.052391,103.97194,081110678501,29438
AH32,KF Galaxy Park Marina,7,HEALTH_AND_CARE,7/3/2019,Komplek Ruko Galaxy Park Blok C No. 4-5 Kel. Kibing Kec. Batu Aji - Batam,1.055624,103.95036,081110678371,29425
AH33,KF Penuin,7,BASIC_HEALTH,6/1/2019,Komplek Ruko Baloi Kusuma Indah Blok A No. 1 Kel. Lubuk Baja Kota Kec. Lubuk Baja - Batam,1.133775,104.007735,082289594919,29441
AH36,KF Tiban Garden,7,MEDICAL,7/1/2020,"Komp Tiban Garden Blok C No. 26, Tiban Indah, Sekupang, Batam",1.113843,103.977608,085176777848,29427
AH37,KF Golden Prawn,7,BASIC_HEALTH,7/1/2020,"Perum YKB Bengkong Laut Blok J No. 09, Bengkong Laut, Bengkong, Batam",1.159962,104.034584,081110678381,29458
AH40,KF Newton,7,BASIC_HEALTH,1/1/1950,Komplek Nagoya Paradise Center,1.1423229,104.005476,082268481281,29432
3110,UNIT BISNIS BEKASI,8,NONE,1/1/1950,,0,0,0,
AJ01,KF.0284 Narogong,8,BASIC_HEALTH,1/1/2004,"Jl. Siliwangi No.45,45 A Bekas",-6.264933,106.995378,085893713917,17114
AJ0111,KF. 284 RESEP SUZ,8,MEDICAL,1/1/2004,-,0,0,021,17141
AJ02,KF.0330 Harapan Indah,8,BASIC_HEALTH,1/1/2008,Jl. Jl. Boulevard Hijau Blok B,-6.185959,106.979248,081240006150,24671
AJ03,KF.0340 Cikarang,8,BASIC_HEALTH,1/1/2009,"Jl. Kedasih Raya No. 112, Jaba",-6.299775,107.160857,082130345119,45392
AJ0311,KF. 340 RESEP UNI,8,MEDICAL,1/1/2009,-,0,0,0,17121
AJ04,KF.0347 Pekayon,8,BASIC_HEALTH,1/1/2009,Jl. Jaka Setia Ruko Pekayon ka,-6.274492,106.977326,081110678475,17147
AJ05,KF.0367 Jati Asih,8,BASIC_HEALTH,1/1/2009,Jl. Jati Mekar No.3A Jati Asih,-6.287523,106.952997,08118840367,17423
AJ06,KF.0387 Pondok Gede,8,HEALTH_AND_CARE,1/1/2010,Jl. Raya Jatiwaringin No. 5 Po,-6.276763,106.912862,08111460387,17411
AJ07,KF.0400 Galaxy,8,HEALTH_AND_CARE,1/1/2011,Jl. Taman Galaxy Raya Blok A3,-6.255305,106.968467,081110678400,17147
AJ08,KF.0446 Narogong,8,SUPER_STORE,6/1/2013,"Jl. Raya Siliwangi, KM. 14 Pan",-6.36076,106.976557,085156034912,43363
AJ09,KF.0507 Cibitung,8,BASIC_HEALTH,12/1/2013,Jl. Imam Bonjol Rt 001 Rw 01 D,-6.273134,107.104659,081110678417,17530
AJ10,KF.0506 Galuh,8,BASIC_HEALTH,12/1/2013,"Jl. IR.H.Juanda no 28 B,Bekasi",-6.23948,107.002463,0895622612778,42361
AJ11,KF.0466 Granwis,8,BASIC_HEALTH,9/1/2013,Jl. Celebration Boulevard Ruko Blok AA 9 No. 51 Lambang Jaya Tambun Selatan,-6.282136,107.046347,081110678484,17510
AJ13,KF.0509 Kemang,8,BASIC_HEALTH,12/1/2013,Jl. Kemang Pratama AM 02C Rt 0,-6.276309,106.988423,081110678412,17116
AJ15,KF.0461 Tambun,8,BASIC_HEALTH,9/1/2013,Jl. Mangunjaya kp. Rukem no 94,-6.244658,107.063925,081110678421,45256
AJ16,KF.0534 Cahaya Amelia,8,NONE,5/1/2014,Jl.Kh.Muchtar Tabrani No. 3-5,-6.221544,107.003513,081218358258,17122
AJ17,KF.0551 Bosih,8,BASIC_HEALTH,9/1/2014,"Jl. KH.Bosih Raya No. 80-80E ,",-6.258153,107.08487,087805994099,43273
AJ18,KF.0552 Pilar,8,NONE,9/1/2014,Jl. KH.Dewantara No. 10 -11 Ru,-6.250832,107.158219,082112362114,17530
AJ19,KF.0583  Pasadena,8,BASIC_HEALTH,11/1/2014,"Jl.Tarum Barat Blok Q1 No. 23,",-6.3115337,107.1627643,081382589234,41374
AJ20,KF.0591  Zamrud,8,HEALTH_AND_CARE,11/1/2014,Jl. Zamrud Utara Kav. No. 1-2,-6.308088,107.02812,081280869275,17155
AJ21,KF.0624 GGC,8,BASIC_HEALTH,1/3/2015,"Jl.Ruko Grand Galaxy City, Jak",-6.27276,106.973523,085814292161,17147
AJ22,KF.0618 Kranggan,8,MEDICAL,12/1/2014,"Jl.Raya Kranggan No. 38, Kompl",-6.372059,106.917824,02122853327,17433
AJ23,KF.Bintara,8,BASIC_HEALTH,8/1/2015,"Jl.Bintara Raya No. 1 Bekasi,",-6.229501,106.955543,081808048959,17134
AJ24,KF.Citra Grand,8,BASIC_HEALTH,9/1/2015,Jl. Alternatif Cibubur City Walk III Blok CW No. 1-2 Cibubur,-6.382541,106.924591,02122178251,17435
AJ25,KF Kalimanggis,8,BASIC_HEALTH,5/1/2016,"Jl.Kalimanggis No. 24 Cibubur, Kota Bekasi",-6.385755,106.912344,081399396506,17435
AJ26,KF Jati Mekar,8,BASIC_HEALTH,11/16/2016,Jl. Raya Kudau No. 39 Jatimekar,-6.292551,106.939747,081110678485,40558
AJ27,KF Han Kam,8,NULL,11/16/2016,Jln. Raya Hankam No. 2 Jatisampurna,0,0,02128671181,17421
AJ28,KF. Pejuang Jaya,8,MEDICAL,12/1/2016,Jl. Pejuang Jaya Ruko Permata Harapan Baru Blok H/44 Taman Harapan Baru,-6.182844,106.988775,085947743482,24671
AJ29,KF. Wisma Asri,8,BASIC_HEALTH,12/1/2016,Jl. Raya Perjuangan Blok M. Taman Wisma Asri,-6.222195,107.022839,081286478050,17121
AJ30,KF. Cibarusa,8,BASIC_HEALTH,12/1/2016,Jl. Raya Cibarusah RT 001 RW 003 Sukaresmi Cikarang Selatan,-6.333185,107.121717,082123869127,17530
AJ3011,PPO KF Suzuki Cikarang,8,MEDICAL,1/1/2019,PT. Suzuki Indomobil Motor Kawasan,0,0,0,17340
AJ31,KF Kali Abang Bekasi,8,BASIC_HEALTH,3/17/2017,Jl.Kali Abang Raya Bekasi Utara.Kota Bekasi,-6.202703,107.001869,082112578397,17122
AJ3111,PPO KF Suzuki Pulogadung,8,MEDICAL,1/1/2019,"Jl. Raya Bekasi No.Km. 19, RW.2, Rw",0,0,0,17121
AJ32,KF Jati Rahayu,8,SUPER_STORE,6/1/2017,Jl.Jati Rahayu Bekasi,-6.292913,106.918814,081110678472,17414
AJ35,Apotek KF Jatibening,8,BASIC_HEALTH,3/18/2018,Jl. Raya Jatibening No. 11 Kota Bekasi Jawa Barat,-6.265408,106.944189,081110678415,17412
AJ36,KF Rawa Lumbu,8,BASIC_HEALTH,3/18/2018,Jl. Dasa Darma Rawa Lumbu Kota Bekasi,-6.278853,106.998989,081110679411,17116
AJ37,KF Perumnas I,8,BASIC_HEALTH,6/1/2018,"Jl. Perumnas I, Kranji, Bekasi Barat",-6.232788,106.982176,081110678402,17144
AJ39,KF Kranji 1030,8,NONE,6/1/2018,"Jl. Pemuda Kranji No.33, RT.005/RW.013",-6.227181455,106.9794844,02189494553,17133
AJ40,KF KALIMALANG,8,NONE,9/1/2018,Jl. K.H. Noer Ali Rt008/005 Kel. Kayuringin Jaya Kec. Bekasi Selatan,-6.248044,106.987178,081319293631,17144
AJ41,KF ZAMRUD 2,8,BASIC_HEALTH,12/1/2018,"Jl. Zamrud Selatan Blok B1 No. 2, Kel. Padurenan, Kec. Mustika Jaya, Bekasi",-6.320822,107.015967,081585030571,59333
AJ42,KF MGT,8,BASIC_HEALTH,12/1/2018,"Mutiara Gading Timur II Blok R3 No.22, Kel. Mustika Jaya, Kec. Mustika Jaya, Bekasi",-6.286273,107.032317,081110678422,17158
AJ45,Apotek KF Summarecon,8,BASIC_HEALTH,9/1/2019,"Cluster Emerald Commercial Blok UA/019 Kel. Marga Mulya, Kec. Bekasi Utara",-6.227437,107.003794,081110678414,17142
AJ46,Apotek KF Fatahillah Bekasi,8,MEDICAL,1/7/2020,"Jl. Raya Fatahillah Rt. 003 Rw. 04 Kel. Kalijaya, Kec. Cikarang Barat, Kab. Bekasi",-6.264608,107.13735,081110678399,54352
AJ48,KF Bumi Anggrek,8,BASIC_HEALTH,7/1/2020,"Jln. Raya Karang Satria, Tambun Utara,Kab. Bekasi, Jawa Barat, - 17551",-6.218991,107.033358,087783177666,17510
AJ49,KF JGC Bekasi,8,BASIC_HEALTH,5/26/2023,"Jakarta Garden City Ruko Boulevard No 26, Kel. Cakung Timur",-6.1742,106.95673,085217920982,13910
AJ50,KF Mekarsari Bekasi,8,NONE,4/8/2023,"Ruko Libersa Park, JI. Agus Salim RT. 003 RW. 007, Kel. Bekasi Jaya, Kec. Bekasi Timur - Kota Bekasi",-6.231889923,107.0096603,085217920983,17111
3112,UNIT BISNIS BOGOR,9,NONE,1/1/1950,,0,0,0,
AL01,KF.0007 Juanda,9,BASIC_HEALTH,1/1/2003,Jl. Ir. H. Juanda No. 30,-6.6000972,106.7944667,085779683857,16122
AL02,KF.0050,9,HEALTH_AND_CARE,1/1/2003,Jl. Merdeka No. 24,-6.594562,106.788489,081288937476,16124
AL03,KF.0110,9,SUPER_STORE,1/1/2003,Jl. Kebon Pedes No. 45,-6.5664979,106.7987113,081297211173,43194
AL04,KF.0113 Tajur Lama,9,BASIC_HEALTH,1/1/2003,Jl. Raya Wangun No. 240 D,-6.6473649,106.839956,081110678486,46383
AL05,KF.0348 Dramaga,9,BASIC_HEALTH,1/1/2009,Jl. Dramaga KM 8,-6.56669,106.73614,08811037001,45191
AL06,KF.0362,9,BASIC_HEALTH,1/1/2009,Jl. Mayor Oking No.112C,-6.4717628,106.8625962,087809281811,16917
AL07,KF.0595 Tajur Baru,9,MEDICAL,12/1/2014,Jl. Raya Wangun No. 431,-6.653173,106.845878,081110678361,46383
AL08,KF.0628 Suka Hati,9,BASIC_HEALTH,3/1/2015,Jl. Raya Sukahati No. 3 Cibino,-6.486138,106.817102,081110678479,16913
AL09,KF.0655 Kusmayadi,9,SUPER_STORE,6/1/2015,Jl. Komplek Perum Cibinong Gri,-6.472877,106.820293,081110678480,16913
AL10,KF.0690,9,MEDICAL,9/1/2015,"Jl. Kapten Yusuf , Kota Batu R",-6.630803,106.78081,081110678478,34883
AL11,KF. Sukaraja,9,NONE,12/1/2016,"Jl. Raya Pemda, desa Pasir Jambu, Kec. Sukaraja",-6.529609,106.809953,081996415033,16710
AL12,Klinik Cilendek,9,NULL,8/17/2017,Jl. Brigjen Saptaji Hadiprawira,0,0,A,
AL14,KF.Cileungsi,9,HEALTH_AND_CARE,5/1/2017,Jl.Raya Cileungsi Kabupaten Bogor,-6.392032042,106.9572969,082123058998,16720
AL15,KF Metland,9,NONE,3/17/2017,Jl.Raya Cileungsi Kabupaten Bogor,-6.40664,106.9759,081110678469,16820
AL18,KF Cipayung,9,BASIC_HEALTH,10/1/2018,"Jl. Cipayung Cisarua, Kab. Bogor",-6.649379532,106.8994671,087781628360,16770
AL20,KF Cibanteng,9,HEALTH_AND_CARE,11/1/2018,"Jl. Cibanteng Ciampea, Kab. Bogor",-6.559451,106.712915,082320679990,16620
AL21,KF CITEUREUP,9,BASIC_HEALTH,1/15/2019,"Jl. Mayor Oking Jayaatmaja No. 31 Citeureup, Kab. Bogor",-6.4870816,106.8758542,081311256210,16810
AL22,KF PARUNG,9,HEALTH_AND_CARE,1/15/2019,Jl. Raya Parung Bogor,-6.429575,106.731647,081110678488,46185
AL2212,PPO Klinik KF Ya Rahman,9,NONE,1/1/2019,Jl. Raya Parung Gunung Sindur No. 2,-6.4187711,106.7299444,02518610195,
AL23,KF Katili,9,MEDICAL,2/8/2019,Jl. Raya Dramaga Bogor,-6.572664,106.747808,089652384590,46383
AL24,KF Gunung Putri,9,MEDICAL,4/1/2019,"Jl. Raya Gunung Putri, Kab. Bogor",-6.454324,106.903694,081319046123,16962
AL25,Apotek KF Semplak,9,BASIC_HEALTH,7/1/2019,Jl. Raya Semplak Bogor,-6.55955,106.762697,081380246991,16114
AL26,KF Bojong Gede,9,MEDICAL,7/1/2019,Jl. Raya Bojong Gede Bogor,-6.487556,106.795661,081110678481,16922
AL28,KF Ciomas,9,BASIC_HEALTH,5/1/2020,Jl. Raya Ciomas Kreteg No. 1 Pagelaran Ciomas Bogor,-6.601662,106.761034,085159433813,16610
AL29,KF Ya Rahman,9,NONE,10/1/2022,Jl Raya Parung - Gunung Sindur No 2,-6.4184176,106.7294281,088297065813,
AL30,KF Cilendek,9,BASIC_HEALTH,1/1/1950,"Jl. Brigjen Saptaji Hadiprawira, Kota Bogor Barat,Kota Bogor, Jawa Barat,",-6.5741741,106.7699358,085711667027,
AL31,KF Pasir Kuda,9,BASIC_HEALTH,1/1/1950,"Jl. RE Abdullah No 12 RT 001/001 ,",-6.6006019,106.7768509,082219032800,
3148,UNIT BISNIS CILEGON,10,NONE,1/1/1950,,0,0,0,
BV01,KF.0140,10,MEDICAL,1/1/2003,Jl. SA Tirtayasa No. 12 C,-6.014814,106.047806,087760096621,42414
BV02,KF.0253,10,MEDICAL,1/1/2003,"Jl. Yusuf Martadilaga No. 114, Benggala",-6.121548,106.155251,08979743905,42117
BV03,KF.0268 PCI,10,BASIC_HEALTH,1/1/2003,"Jl. Raya Cilegon, Ruko PCI Blok A4/1",-6.034306,106.080885,081110678471,42422
BV04,KF.0472 A Ayani,10,MEDICAL,1/1/2013,Jl. Ahmad Yani No. 57,-6.119071,106.162348,082210631318,44113
BV05,KF.Rangkas Bitung,10,BASIC_HEALTH,10/3/2014,Jl Multatuli No 27 Rangkas Bitung,-6.355661,106.246913,0252209385,42311
BV06,KF.Pagebangan,10,BASIC_HEALTH,1/1/2015,Jl. Di Panjaitan No. 2 RT.001/001  Kel Sukmajaya Kec Jombang Pagebangan,-6.021383,106.054978,08111055514,42416
BV07,KF.Kramat Watiu,10,NONE,1/1/2015,Jl. Raya Cilegon Serang KM 8,-6.063884,106.119729,081994010525,68218
BV08,KF.Kepandean,10,BASIC_HEALTH,7/1/2015,Jl. Raya Cilegon No. 40 A,-6.110606,106.1443,02548487210,56374
BV09,KF.Ramayana,10,BASIC_HEALTH,8/1/2015,Jl. A Yani No. 3    RT 005/003 Kel Sukmajaya Kec Jombang Cilegon,-6.02215,106.064415,081112525710,42416
BV10,KF CIPOCOK,10,BASIC_HEALTH,9/16/2016,"Jl. Ki Ajurum No.3, Cilaku",-6.149488,106.177424,02547915673,42171
BV11,KF. Ayip Usman,10,HEALTH_AND_CARE,11/16/2016,"Jl.Ayip Usman ,Kebaharan",-6.100448,106.156144,081226502126,62282
BV12,KF Bhayangkara Serang,10,NONE,10/1/2018,"Jl. Bhayangkara No. 33 RT 04/9, Kel. Cipocok Jaya, Kec. Cipocok, Kota Serang, Banten",-6.131238,106.174363,085779687120,42438
BV13,Apotek KF Ciruas,10,BASIC_HEALTH,3/1/2019,"Jl. Raya Jakarta, Desa Ranjeng Rt01/Rw01, Kec. Ciruas, Kab. Serang",-6.124714,106.228162,081119961555,42182
BV14,KF Anyer,10,NONE,6/7/2019,Jl. Raya Anyer Kab. Serang,-6.049948,105.924202,082210353705,42166
BV15,KF Sudirman Serang,10,BASIC_HEALTH,5/16/2019,Jl. Sudirman Kemang Serang,-6.120593,106.184957,02547925365,42118
BV16,KF A. Yani Pandeglang,10,MEDICAL,6/1/2019,Jl. A. Yani Pandeglang,-6.301266,106.109084,085215205187,42211
BV18,KF Cibeber Cilegon,10,MEDICAL,5/1/2020,Jl. Perumnas No. 9-10 Cibeber Cilegon Banten,-6.031727,106.06597,081380145271,42394
BV19,KF Ciceri,10,BASIC_HEALTH,8/30/2020,"Jl.K.H Fatah Hasan Blok J No.64 Rt.003 Rw.001 Kel. Cipare, Kec. Serang",-6.124359,106.168234,081119960666,42117
BV20,KF Rau,10,BASIC_HEALTH,3/1/2023,"Jl. Kyai H. Abdul Latif No.41, Cimuncang",-6.112506,106.166584,081112525010,42111
3114,UNIT BISNIS CIREBON,11,NONE,1/1/1950,,0,0,0,
AN01,KF.0040,11,MEDICAL,1/1/2003,Jl. Parujakan No. 12,-6.717193,108.559293,081110678406,45118
AN02,KF.0141 Kesambi,11,BASIC_HEALTH,1/1/2003,Jl. Kesambi No. 132,-6.737528,108.549466,08112010141,45132
AN03,KF.0357,11,MEDICAL,1/1/2009,Jl. Siliwangi No. 119,-6.70719,108.558828,081110678464,45121
AN04,KF.0369 Tuparev,11,MEDICAL,1/1/2010,Jl. Tuparev No. 85 F,-6.711283,108.542173,081110678465,45153
AN05,KF.0422 Sumber,11,BASIC_HEALTH,10/1/2012,Jl. Dewi Sartika No. 36 Sumber,-6.7586629,108.4759204,081110678378,45611
AN06,KF.0493 GN Jati Kesambi,11,SUPER_STORE,11/1/2013,Jl. Skesambi No 167B Cirebon,-6.731232,108.556323,081110678380,62192
AN07,KF.0504 Kuningan,11,SUPER_STORE,12/1/2013,Jl. Siliwangi No. 28 Kuningan,-6.970781,108.487097,081110678504,45512
AN08,KF.0531 Perumnas,11,MEDICAL,5/1/2014,Jl. Ciremai Raya No.275 Cirebo,-6.751221,108.56018,081110678372,45142
AN09,KF.0594 Indramayu,11,HEALTH_AND_CARE,12/1/2014,Jl. Jendral Sudirman No. 95,-6.332569,108.330908,081110678382,45212
AN10,KF.0662 Cakra,11,HEALTH_AND_CARE,9/1/2015,"Jl. Pangeran Cakrabuana No.200 Talun Sumber, Talun,Kab. Cirebon, Jawa Barat, - 45171",-6.75644,108.508113,081110678408,45171
AN11,KF.0663 Klayan,11,SUPER_STORE,9/1/2015,"Jl. Raya Sunan Gunungjati No 85, Gunung Jati,Kab. Cirebon, Jawa Barat, - 45151",-6.686946,108.548895,081110678503,45151
AN12,KF.0698 Fatahilah,11,SUPER_STORE,10/1/2015,"Jl. Fatahillah No 12, Weru,Kab. Cirebon, Jawa Barat, - 45154",-6.711283,108.504394,081110678376,45154
AN13,KF.0709 Pemuda,11,SUPER_STORE,12/12/2015,"Jl. Pemuda No 18, Kesambi,Kota Cirebon, Jawa Barat, - 45132",-6.7287767,108.5449423,081120035203,45132
AN14,KF ARJAWINANGUN,11,HEALTH_AND_CARE,8/1/2016,"Jl. Palimanan-Jakarta No.24, Arjawinangun,Kab. Cirebon, Jawa Barat, - 45162",-6.653954,108.411873,081110678505,45162
AN15,KF.0780 Jatibarang,11,HEALTH_AND_CARE,8/1/2016,"Jl. Raya Bulak No.23 Jatibarang Indramayu, Jatibarang,Kab. Indramayu, Jawa Barat, - 45273",-6.475613,108.313065,081197408800,45273
AN16,KF.0815 Martadinata,11,HEALTH_AND_CARE,8/1/2016,"JJl. Re Martadinata No 160 Kab. Kuningan, Jawa Barat, - 45513",-6.970042,108.503733,08112423092,45514
AN17,KF.0829 Karangampel,11,MEDICAL,11/16/2016,"Jl. Raya Barat No. 06 , Karangampel,Kab. Indramayu, Jawa Barat, - 45283",-6.465614,108.448393,081197304444,45283
AN18,KF.0830 Jatiwangi,11,BASIC_HEALTH,11/16/2016,"Jl. Raya Ciborelang No. 86, Jatiwangi,Kab. Majalengka, Jawa Barat, - 45454",-6.730927,108.26451,081197302222,45454
AN19,KF.0923 Majalengka,11,MEDICAL,6/1/2017,"Jl. Ahmad Yani No 172, Majalengka,Kab. Majalengka, Jawa Barat, - 45411",-6.835815,108.229642,081197301111,45411
AN20,KF 955 Cikijing,11,NONE,10/1/2017,Jl. KH Abdul Fatah No.14 Cikijing,-7.016469436,108.366361,021,45466
AN21,KF.0975 Sudirman,11,HEALTH_AND_CARE,12/1/2017,"Jl. Jendral Sudirman No 31, Kuningan,Kab. Kuningan, Jawa Barat, - 45511",-6.982909,108.479577,08112423091,66171
AN22,KF Juanda Cirebon,11,NONE,8/15/2018,Jl. Ir. H. Juanda No.22,-6.708616,108.523636,08112423099,45453
AN23,KF.1083 Sindang Laut,11,MEDICAL,9/1/2018,"Jl. Letjen M.T. Haryono No. 197 , Lemah Abang,Kab. Cirebon, Jawa Barat, - 45183",-6.830195,108.626096,08112423094,45183
AN24,KF Ciledug,11,MEDICAL,5/1/2019,Jl. Raya Ciledug,-6.906788,108.741879,08112403710,45188
AN25,KF Karangturi,11,HEALTH_AND_CARE,5/1/2019,Jl. Yos Sudarso Blok Karangturi,-6.32157,108.32714,08112403708,45211
AN26,KF Rajagaluh,11,MEDICAL,5/1/2019,Jl. Prapatan Rajagaluh,-6.782973,108.345954,081110678379,45472
AN29,KF Cipto,11,BASIC_HEALTH,2/1/2020,"Jl. Dr Cipto Mangunkusumo No. 22E Kel. Pekiringan, Kec. Kesambi, Cirebon",-6.7165737,108.5505905,08112016494,53355
AN30,KF Haurgelis,11,BASIC_HEALTH,7/1/2020,"Jl. Jend Sudirman No. 64 Kec. Haurgelis, Kab. Indramayu",-6.454937,107.942967,08112144551,45264
AN31,KF Sultan Ageng,11,NONE,1/1/1950,Jl. Sultan Ageng Tirtayasa No.230,-6.71128,108.52813,082219921446,45153
3116,UNIT BISNIS DENPASAR,12,NONE,1/1/1950,,0,0,0,
AP01,KF.0034,12,BASIC_HEALTH,1/1/2003,Jl. Diponegoro No.125,-8.669885,115.215785,081138115341,80114
AP03,KF.0066 Pattimura,12,MEDICAL,1/1/2003,Jl. Patimura No.59,-8.649056,115.22072,081138115342,80231
AP04,KF.0102 Tabanan,12,BASIC_HEALTH,1/1/2003,Jl. Ngurah Rai No.74A,-8.552691,115.140811,081138200524,52464
AP05,KF.0108 Teuku Umar,12,MEDICAL,1/1/2003,Jl.Teuku Umar No.246,-8.6811023,115.1986496,081138115344,80113
AP06,KF.0125 Singaraja,12,BASIC_HEALTH,1/1/2003,Jl. A. Yani No. 60,-8.11044,115.087719,081138115345,81116
AP07,KF.0154 Gatsu,12,BASIC_HEALTH,1/1/2003,Jl. Gatsu Barat No.32 C,-8.639305,115.204306,081138115346,80118
AP08,KF.0155,12,BASIC_HEALTH,1/1/2003,Jl. Hayam Wuruk No.32,-8.65723,115.226593,081138115347,80236
AP09,KF.0173 Sanur,12,MEDICAL,1/1/2003,Jl. Bypass Ngurah Rai No. 214 Sanur,-8.6773094,115.2586158,081138115348,80227
AP10,KF.0190 Ubud,12,BASIC_HEALTH,1/1/2003,Jl. Raya Peliatan No.100,-8.521903,115.268253,081138115349,80571
AP11,KF.0192 G Sangiang,12,MEDICAL,1/1/2003,Jl. G.Sanghyang No.23 C,-8.64854,115.184676,081110678454,80117
